city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
Sao Paulo,200,4,4,4,0,acept,not furnished,4220
Rio de Janeiro,200,4,5,3,0,acept,not furnished,6200
Sao Paulo,200,4,2,3,0,acept,furnished,4500
Campinas,200,4,5,2,0,not acept,not furnished,8000
Sao Paulo,200,4,4,2,0,acept,not furnished,5525
Sao Paulo,200,4,4,2,0,not acept,not furnished,8000
Belo Horizonte,200,4,3,2,0,acept,not furnished,5700
Belo Horizonte,200,4,3,2,0,acept,not furnished,14500
Sao Paulo,200,4,3,2,0,acept,not furnished,5628
Belo Horizonte,200,4,3,2,0,acept,not furnished,3400
Belo Horizonte,200,4,3,2,0,acept,not furnished,13000
Belo Horizonte,200,4,3,2,0,acept,not furnished,15000
Sao Paulo,200,4,2,2,0,acept,not furnished,5800
Sao Paulo,200,4,2,2,0,acept,furnished,6500
Belo Horizonte,200,4,2,2,0,acept,furnished,12000
Rio de Janeiro,200,4,2,2,0,acept,not furnished,4500
Porto Alegre,200,4,3,1,0,acept,furnished,4050
Sao Paulo,200,4,2,1,0,not acept,not furnished,2500
Belo Horizonte,200,4,3,0,0,acept,not furnished,15000
Porto Alegre,200,4,3,0,0,not acept,not furnished,15000
Sao Paulo,198,4,2,0,0,acept,not furnished,4000
Belo Horizonte,195,4,2,2,0,acept,not furnished,3400
Rio de Janeiro,195,4,1,0,0,acept,not furnished,2990
Porto Alegre,193,4,3,4,0,acept,furnished,4000
Belo Horizonte,193,4,2,2,0,acept,not furnished,8900
Sao Paulo,190,4,4,2,0,not acept,not furnished,4450
Sao Paulo,190,4,4,2,0,acept,not furnished,3500
Sao Paulo,190,4,3,2,0,not acept,furnished,8311
Porto Alegre,190,4,3,1,0,acept,furnished,6450
Campinas,184,4,3,4,0,acept,not furnished,3240
Campinas,184,4,3,4,0,acept,not furnished,3240
Campinas,183,4,2,0,0,acept,not furnished,2400
Belo Horizonte,180,4,1,3,0,acept,not furnished,5900
Campinas,180,4,3,2,0,acept,not furnished,4348
Belo Horizonte,180,4,2,2,0,acept,not furnished,1800
Sao Paulo,180,4,2,2,0,acept,not furnished,3500
Porto Alegre,180,4,1,1,0,acept,not furnished,4480
Sao Paulo,178,4,2,5,0,acept,not furnished,6000
Sao Paulo,176,4,2,3,0,acept,not furnished,5000
Belo Horizonte,176,4,2,2,0,acept,not furnished,4500
Sao Paulo,175,4,3,2,0,acept,not furnished,2890
Sao Paulo,175,4,3,2,0,acept,not furnished,3200
Rio de Janeiro,175,4,1,0,0,acept,not furnished,2146
Sao Paulo,172,4,3,1,0,acept,not furnished,3500
Sao Paulo,170,4,5,2,0,acept,not furnished,3700
Sao Paulo,170,4,2,2,0,acept,not furnished,2900
Sao Paulo,168,4,2,2,0,acept,not furnished,3100
Sao Paulo,165,4,3,2,0,acept,not furnished,5000
Sao Paulo,161,4,3,3,0,acept,not furnished,3600
Sao Paulo,160,4,4,5,0,acept,not furnished,4500
Belo Horizonte,160,4,2,5,0,acept,furnished,3780
Sao Paulo,160,4,4,2,0,acept,not furnished,2400
Belo Horizonte,160,4,3,2,0,acept,not furnished,3700
Sao Paulo,160,4,3,2,0,acept,not furnished,3800
Sao Paulo,160,4,2,2,0,acept,not furnished,2580
Belo Horizonte,160,4,1,1,0,acept,not furnished,2150
Rio de Janeiro,160,4,2,0,0,acept,not furnished,6800
Sao Paulo,157,4,3,2,0,acept,not furnished,6608
Rio de Janeiro,153,4,3,1,0,acept,not furnished,2710
Campinas,150,4,3,4,0,not acept,not furnished,4000
Sao Paulo,150,4,3,4,0,acept,not furnished,3000
Sao Paulo,150,4,4,3,0,acept,not furnished,4100
Sao Paulo,150,4,3,3,0,acept,not furnished,7500
Rio de Janeiro,150,4,3,2,0,acept,not furnished,5000
Porto Alegre,150,4,2,2,0,acept,not furnished,1100
Sao Paulo,150,4,2,2,0,acept,not furnished,3100
Sao Paulo,150,4,4,1,0,acept,furnished,4500
Belo Horizonte,150,4,2,1,0,acept,not furnished,2250
Sao Paulo,150,4,2,1,0,acept,not furnished,3900
Porto Alegre,150,4,3,0,0,acept,not furnished,3300
Campinas,150,4,2,0,0,acept,not furnished,2500
Sao Paulo,147,4,2,2,0,acept,not furnished,2100
Campinas,147,4,3,1,0,acept,not furnished,3500
Sao Paulo,144,4,2,0,0,not acept,not furnished,3200
Sao Paulo,140,4,4,2,0,acept,furnished,6800
Sao Paulo,140,4,3,2,0,not acept,not furnished,2600
Sao Paulo,139,4,4,8,0,acept,not furnished,3500
Rio de Janeiro,135,4,2,1,0,acept,not furnished,3300
Sao Paulo,130,4,2,6,0,acept,not furnished,6100
Belo Horizonte,130,4,1,3,0,not acept,not furnished,2150
Sao Paulo,128,4,5,1,0,acept,not furnished,6800
Sao Paulo,126,4,3,4,0,acept,not furnished,3300
Campinas,120,4,3,8,0,acept,not furnished,4500
Campinas,120,4,2,5,0,acept,not furnished,4200
Sao Paulo,120,4,4,4,0,acept,not furnished,4000
Sao Paulo,120,4,3,2,0,acept,not furnished,3000
Sao Paulo,120,4,2,2,0,not acept,not furnished,4500
Belo Horizonte,120,4,2,2,0,acept,not furnished,3000
Sao Paulo,120,4,2,2,0,acept,not furnished,3500
Sao Paulo,120,4,4,1,0,acept,not furnished,4500
Campinas,120,4,2,1,0,acept,not furnished,1500
Belo Horizonte,112,4,1,2,0,acept,not furnished,1900
Sao Paulo,110,4,5,3,0,acept,not furnished,3900
Sao Paulo,110,4,4,1,0,acept,not furnished,6800
Belo Horizonte,110,4,2,0,0,acept,not furnished,1850
Rio de Janeiro,103,4,3,0,0,acept,furnished,2150
Sao Paulo,100,4,2,2,0,acept,not furnished,3500
Belo Horizonte,100,4,2,2,0,acept,not furnished,2840
Rio de Janeiro,100,4,4,1,0,acept,furnished,4350
Sao Paulo,100,4,4,1,0,acept,not furnished,10000
Campinas,100,4,2,1,0,acept,not furnished,1600
Sao Paulo,100,4,1,0,0,acept,not furnished,1600
Sao Paulo,96,4,2,2,0,acept,not furnished,3710
Porto Alegre,90,4,2,0,0,not acept,not furnished,1700
Sao Paulo,70,4,3,0,0,acept,not furnished,3500
Sao Paulo,30,4,4,2,0,acept,furnished,5000
Belo Horizonte,1000,3,4,2,0,acept,not furnished,5000
Porto Alegre,981,3,2,4,0,acept,furnished,7000
Campinas,900,3,6,8,0,acept,not furnished,15000
Sao Paulo,900,3,5,8,0,acept,not furnished,8000
Sao Paulo,900,3,4,8,0,acept,not furnished,20000
Sao Paulo,700,3,3,8,0,acept,furnished,13500
Belo Horizonte,700,3,3,8,0,acept,not furnished,10000
Sao Paulo,650,3,7,2,0,acept,not furnished,9900
Belo Horizonte,600,3,5,8,0,acept,not furnished,10000
Porto Alegre,600,3,4,4,0,acept,not furnished,3300
Campinas,600,3,3,4,0,acept,not furnished,5500
Sao Paulo,600,3,3,4,0,acept,not furnished,6800
Sao Paulo,600,3,2,2,0,acept,not furnished,7500
Campinas,550,3,7,8,0,acept,not furnished,7700
Sao Paulo,550,3,5,8,0,acept,not furnished,10000
Campinas,550,3,4,8,0,acept,not furnished,4600
Belo Horizonte,550,3,3,5,0,acept,not furnished,7500
Sao Paulo,520,3,4,8,0,not acept,not furnished,10000
Sao Paulo,520,3,4,3,0,acept,furnished,7000
Sao Paulo,520,3,4,2,0,acept,not furnished,9000
Sao Paulo,500,3,2,8,0,acept,not furnished,4000
Sao Paulo,500,3,4,7,0,not acept,not furnished,9300
Sao Paulo,500,3,3,7,0,acept,not furnished,5500
Sao Paulo,500,3,3,5,0,acept,not furnished,8500
Sao Paulo,500,3,3,5,0,acept,furnished,15000
Belo Horizonte,500,3,1,2,0,acept,not furnished,1280
Sao Paulo,500,3,6,0,0,acept,not furnished,6400
Sao Paulo,490,3,5,4,0,acept,not furnished,10000
Sao Paulo,490,3,3,3,0,acept,furnished,4450
Campinas,480,3,6,4,0,acept,not furnished,5400
Belo Horizonte,476,3,2,2,0,not acept,not furnished,6100
Sao Paulo,472,3,2,4,0,acept,not furnished,6500
Porto Alegre,470,3,3,4,0,acept,furnished,3700
Campinas,470,3,4,0,0,acept,not furnished,7900
Sao Paulo,455,3,2,4,0,acept,not furnished,11000
Sao Paulo,450,3,3,8,0,acept,furnished,5015
Sao Paulo,450,3,3,1,0,acept,not furnished,6500
Sao Paulo,450,3,2,0,0,acept,not furnished,5800
Sao Paulo,445,3,5,4,0,acept,furnished,15000
Campinas,437,3,6,6,0,acept,furnished,13500
Sao Paulo,420,3,5,5,0,acept,not furnished,8200
Sao Paulo,420,3,6,4,0,not acept,not furnished,6500
Sao Paulo,420,3,4,4,0,not acept,not furnished,6000
Belo Horizonte,417,3,5,8,0,acept,not furnished,7650
Sao Paulo,400,3,6,6,0,acept,furnished,6500
Belo Horizonte,400,3,3,6,0,acept,not furnished,7200
Sao Paulo,400,3,3,6,0,acept,not furnished,15000
Sao Paulo,400,3,5,5,0,acept,not furnished,12500
Porto Alegre,400,3,4,5,0,acept,furnished,8500
Sao Paulo,400,3,4,5,0,acept,furnished,9500
Porto Alegre,400,3,4,4,0,acept,furnished,12000
Sao Paulo,400,3,4,4,0,acept,not furnished,12000
Sao Paulo,400,3,4,4,0,acept,furnished,15000
Sao Paulo,400,3,3,4,0,acept,not furnished,14000
Sao Paulo,400,3,3,4,0,acept,not furnished,4250
Sao Paulo,400,3,3,4,0,acept,not furnished,3650
Sao Paulo,400,3,6,3,0,acept,not furnished,4780
Sao Paulo,400,3,4,3,0,acept,not furnished,10000
Sao Paulo,400,3,2,3,0,acept,not furnished,5500
Sao Paulo,400,3,4,2,0,acept,not furnished,3150
Sao Paulo,400,3,3,2,0,not acept,not furnished,12000
Belo Horizonte,400,3,3,2,0,acept,not furnished,4800
Belo Horizonte,400,3,2,1,0,acept,not furnished,1600
Rio de Janeiro,400,3,1,1,0,acept,furnished,7650
Belo Horizonte,400,3,3,0,0,acept,not furnished,3500
Sao Paulo,390,3,3,2,0,acept,furnished,7500
Belo Horizonte,386,3,4,8,0,acept,not furnished,6500
Sao Paulo,385,3,4,3,0,acept,not furnished,9000
Sao Paulo,384,3,3,4,0,not acept,not furnished,11400
Sao Paulo,384,3,5,3,0,acept,not furnished,10000
Sao Paulo,380,3,6,8,0,acept,furnished,9000
Campinas,380,3,3,5,0,acept,not furnished,6500
Sao Paulo,380,3,3,5,0,acept,not furnished,10900
Sao Paulo,380,3,5,4,0,acept,not furnished,5500
Campinas,380,3,4,4,0,acept,not furnished,8000
Sao Paulo,380,3,4,4,0,acept,not furnished,8000
Sao Paulo,380,3,3,4,0,acept,furnished,4200
Sao Paulo,380,3,4,2,0,acept,not furnished,12000
Sao Paulo,376,3,3,7,0,acept,not furnished,8000
Sao Paulo,376,3,3,2,0,acept,not furnished,1800
Porto Alegre,374,3,4,2,0,acept,furnished,8250
Belo Horizonte,372,3,4,3,0,acept,not furnished,5500
Belo Horizonte,360,3,4,4,0,acept,not furnished,2700
Belo Horizonte,360,3,3,4,0,acept,not furnished,5000
Porto Alegre,360,3,1,4,0,acept,not furnished,2800
Belo Horizonte,360,3,1,3,0,acept,not furnished,1500
Sao Paulo,356,3,4,4,0,not acept,not furnished,9000
Sao Paulo,350,3,3,8,0,acept,not furnished,9240
Sao Paulo,350,3,4,6,0,acept,not furnished,3850
Belo Horizonte,350,3,2,6,0,acept,not furnished,3800
Sao Paulo,350,3,5,5,0,acept,not furnished,3080
Sao Paulo,350,3,5,5,0,acept,not furnished,5500
Sao Paulo,350,3,4,5,0,acept,not furnished,5500
Porto Alegre,350,3,4,4,0,not acept,not furnished,3500
Sao Paulo,350,3,4,4,0,acept,furnished,15000
Sao Paulo,350,3,4,4,0,acept,not furnished,3100
Porto Alegre,350,3,2,4,0,acept,furnished,6522
Sao Paulo,350,3,2,4,0,acept,not furnished,12500
Sao Paulo,350,3,2,4,0,acept,not furnished,10200
Sao Paulo,350,3,5,3,0,acept,not furnished,12000
Sao Paulo,350,3,3,3,0,not acept,not furnished,10000
Sao Paulo,350,3,3,3,0,acept,not furnished,30000
Porto Alegre,350,3,3,3,0,acept,not furnished,15000
Rio de Janeiro,350,3,2,3,0,acept,not furnished,15000
Sao Paulo,350,3,4,2,0,acept,furnished,7000
Campinas,348,3,3,3,0,acept,not furnished,4850
Campinas,348,3,3,3,0,acept,not furnished,6000
Belo Horizonte,345,3,3,0,0,not acept,furnished,3500
Belo Horizonte,340,3,5,5,0,acept,not furnished,4600
Sao Paulo,340,3,5,5,0,acept,not furnished,6000
Sao Paulo,340,3,4,4,0,acept,not furnished,10000
Sao Paulo,340,3,4,3,0,acept,furnished,9800
Sao Paulo,339,3,3,4,0,acept,not furnished,3880
Sao Paulo,336,3,5,3,0,acept,furnished,6000
Porto Alegre,336,3,4,3,0,acept,not furnished,12500
Sao Paulo,335,3,4,4,0,acept,furnished,6200
Sao Paulo,334,3,3,8,0,acept,not furnished,8600
Belo Horizonte,332,3,2,8,0,not acept,not furnished,7000
Sao Paulo,330,3,6,5,0,acept,furnished,7100
Sao Paulo,330,3,3,5,0,acept,not furnished,8500
Sao Paulo,330,3,6,4,0,acept,not furnished,8500
Porto Alegre,330,3,4,2,0,acept,furnished,9000
Campinas,326,3,3,4,0,acept,not furnished,4200
Porto Alegre,326,3,2,3,0,acept,not furnished,3900
Sao Paulo,323,3,5,6,0,acept,not furnished,10000
Sao Paulo,321,3,5,2,0,acept,furnished,7318
Sao Paulo,320,3,5,8,0,not acept,not furnished,9000
Sao Paulo,320,3,3,8,0,acept,not furnished,5500
Porto Alegre,320,3,4,4,0,acept,not furnished,4950
Sao Paulo,320,3,3,4,0,acept,not furnished,4320
Sao Paulo,320,3,3,4,0,acept,not furnished,8000
Sao Paulo,320,3,3,4,0,acept,not furnished,9000
Sao Paulo,320,3,5,3,0,acept,not furnished,9000
Sao Paulo,320,3,4,3,0,acept,not furnished,12000
Sao Paulo,320,3,3,2,0,acept,not furnished,7200
Campinas,314,3,4,3,0,acept,not furnished,4000
Sao Paulo,312,3,6,3,0,acept,furnished,6300
Sao Paulo,310,3,3,2,0,not acept,not furnished,10400
Campinas,308,3,4,4,0,acept,not furnished,8000
Campinas,308,3,3,4,0,acept,not furnished,4700
Campinas,306,3,2,2,0,acept,not furnished,2500
Belo Horizonte,306,3,5,0,0,acept,not furnished,8000
Belo Horizonte,306,3,5,0,0,acept,not furnished,8000
Sao Paulo,301,3,4,4,0,acept,not furnished,8000
Porto Alegre,301,3,3,4,0,acept,furnished,5860
Sao Paulo,300,3,3,8,0,acept,not furnished,4675
Sao Paulo,300,3,3,8,0,acept,not furnished,5500
Sao Paulo,300,3,4,7,0,not acept,not furnished,4340
Sao Paulo,300,3,6,6,0,not acept,not furnished,5000
Sao Paulo,300,3,4,6,0,acept,not furnished,3200
Sao Paulo,300,3,3,5,0,acept,not furnished,5000
Sao Paulo,300,3,3,5,0,acept,not furnished,4250
Porto Alegre,300,3,3,5,0,acept,not furnished,3825
Sao Paulo,300,3,3,5,0,acept,not furnished,5400
Sao Paulo,300,3,2,5,0,acept,not furnished,11500
Sao Paulo,300,3,5,4,0,acept,not furnished,6600
Sao Paulo,300,3,5,4,0,acept,not furnished,6500
Sao Paulo,300,3,5,4,0,acept,not furnished,4490
Belo Horizonte,300,3,4,4,0,acept,not furnished,7500
Sao Paulo,300,3,3,4,0,acept,not furnished,3700
Campinas,300,3,3,4,0,acept,not furnished,3800
Belo Horizonte,300,3,3,4,0,acept,not furnished,3500
Sao Paulo,300,3,3,4,0,acept,not furnished,7900
Sao Paulo,300,3,3,4,0,acept,not furnished,9000
Sao Paulo,300,3,2,4,0,acept,not furnished,2700
Porto Alegre,300,3,5,3,0,acept,not furnished,5500
Sao Paulo,300,3,3,3,0,acept,not furnished,3400
Sao Paulo,300,3,3,3,0,acept,not furnished,3500
Belo Horizonte,300,3,2,3,0,not acept,not furnished,6700
Sao Paulo,300,3,2,3,0,acept,furnished,3700
Porto Alegre,300,3,2,3,0,acept,not furnished,2400
Belo Horizonte,300,3,4,2,0,not acept,not furnished,7000
Belo Horizonte,300,3,3,2,0,acept,not furnished,5000
Sao Paulo,300,3,3,2,0,acept,not furnished,6000
Sao Paulo,300,3,3,2,0,acept,not furnished,10500
Belo Horizonte,300,3,2,2,0,acept,not furnished,2500
Belo Horizonte,300,3,2,2,0,acept,not furnished,4000
Sao Paulo,300,3,2,2,0,acept,not furnished,3210
Sao Paulo,300,3,2,2,0,acept,furnished,8820
Sao Paulo,300,3,4,1,0,acept,not furnished,4500
Sao Paulo,300,3,2,1,0,acept,not furnished,3900
Belo Horizonte,300,3,5,0,0,acept,not furnished,5500
Sao Paulo,300,3,4,0,0,acept,furnished,10000
Belo Horizonte,300,3,3,0,0,acept,furnished,5000
Sao Paulo,300,3,2,0,0,acept,furnished,8300
Sao Paulo,298,3,4,3,0,acept,furnished,14700
Sao Paulo,294,3,6,3,0,acept,not furnished,2400
Sao Paulo,290,3,3,3,0,acept,not furnished,8000
Sao Paulo,290,3,3,2,0,acept,furnished,15000
Sao Paulo,290,3,2,2,0,not acept,furnished,8000
Belo Horizonte,290,3,3,0,0,acept,not furnished,6000
Sao Paulo,288,3,3,3,0,acept,not furnished,12000
Sao Paulo,288,3,2,2,0,acept,not furnished,3700
Sao Paulo,287,3,2,5,0,acept,not furnished,15000
Sao Paulo,287,3,4,4,0,acept,furnished,9000
Sao Paulo,287,3,3,4,0,acept,not furnished,4477
Campinas,284,3,5,6,0,acept,not furnished,5100
Sao Paulo,280,3,3,7,0,acept,not furnished,8670
Sao Paulo,280,3,3,5,0,acept,not furnished,3500
Sao Paulo,280,3,3,4,0,acept,not furnished,6520
Sao Paulo,280,3,3,4,0,acept,not furnished,9500
Sao Paulo,280,3,5,3,0,acept,not furnished,8000
Sao Paulo,280,3,4,3,0,acept,furnished,8000
Sao Paulo,280,3,5,2,0,acept,not furnished,7000
Sao Paulo,280,3,4,2,0,acept,furnished,8000
Sao Paulo,280,3,4,2,0,not acept,furnished,15000
Sao Paulo,280,3,4,2,0,acept,not furnished,7000
Sao Paulo,280,3,3,2,0,acept,not furnished,8000
Sao Paulo,280,3,3,2,0,acept,not furnished,3500
Sao Paulo,280,3,1,2,0,acept,not furnished,6000
Sao Paulo,280,3,4,1,0,acept,not furnished,3700
Sao Paulo,279,3,3,8,0,acept,furnished,3500
Sao Paulo,277,3,5,4,0,acept,not furnished,9000
Campinas,277,3,4,4,0,acept,not furnished,3170
Sao Paulo,275,3,5,6,0,acept,furnished,13000
Sao Paulo,273,3,2,5,0,not acept,not furnished,3355
Porto Alegre,272,3,4,3,0,not acept,not furnished,3990
Sao Paulo,271,3,3,2,0,acept,not furnished,8000
Sao Paulo,271,3,2,2,0,acept,not furnished,4800
Campinas,270,3,3,5,0,acept,not furnished,7500
Sao Paulo,270,3,2,4,0,acept,not furnished,6500
Sao Paulo,270,3,4,3,0,acept,not furnished,6800
Sao Paulo,270,3,3,3,0,acept,not furnished,5740
Sao Paulo,270,3,3,2,0,acept,not furnished,9800
Porto Alegre,270,3,2,2,0,acept,not furnished,2350
Sao Paulo,270,3,3,1,0,acept,furnished,6500
Campinas,268,3,4,4,0,acept,not furnished,3500
Sao Paulo,267,3,6,6,0,acept,not furnished,4800
Sao Paulo,265,3,4,3,0,acept,furnished,3490
Campinas,265,3,3,2,0,acept,not furnished,2400
Sao Paulo,265,3,3,2,0,acept,furnished,8712
Sao Paulo,265,3,3,0,0,acept,not furnished,8500
Sao Paulo,264,3,5,0,0,acept,not furnished,6000
Sao Paulo,260,3,4,4,0,acept,not furnished,4500
Belo Horizonte,260,3,2,4,0,acept,not furnished,2600
Sao Paulo,260,3,4,3,0,acept,not furnished,5000
Sao Paulo,260,3,4,2,0,acept,not furnished,7609
Sao Paulo,260,3,5,0,0,acept,not furnished,9000
Sao Paulo,256,3,3,2,0,not acept,not furnished,5600
Belo Horizonte,255,3,2,4,0,not acept,not furnished,2800
Campinas,254,3,4,2,0,acept,not furnished,3000
Porto Alegre,254,3,4,2,0,acept,not furnished,6150
Campinas,252,3,3,4,0,acept,not furnished,3300
Sao Paulo,252,3,4,1,0,acept,not furnished,12000
Sao Paulo,251,3,2,2,0,acept,not furnished,3400
Sao Paulo,250,3,5,8,0,acept,furnished,6000
Sao Paulo,250,3,2,8,0,acept,not furnished,6500
Sao Paulo,250,3,2,8,0,acept,not furnished,10000
Sao Paulo,250,3,2,8,0,acept,not furnished,5950
Sao Paulo,250,3,3,6,0,acept,not furnished,4250
Sao Paulo,250,3,4,5,0,acept,not furnished,4000
Sao Paulo,250,3,4,4,0,acept,not furnished,4500
Sao Paulo,250,3,4,4,0,acept,furnished,4200
Sao Paulo,250,3,4,4,0,acept,not furnished,8000
Sao Paulo,250,3,3,4,0,acept,furnished,6500
Sao Paulo,250,3,2,4,0,acept,not furnished,6000
Sao Paulo,250,3,4,3,0,not acept,not furnished,3740
Sao Paulo,250,3,4,3,0,acept,not furnished,3571
Sao Paulo,250,3,3,3,0,acept,not furnished,3210
Sao Paulo,250,3,3,3,0,acept,not furnished,4500
Sao Paulo,250,3,3,3,0,acept,not furnished,4600
Sao Paulo,250,3,4,2,0,acept,not furnished,3480
Sao Paulo,250,3,4,2,0,acept,not furnished,6000
Sao Paulo,250,3,4,2,0,acept,not furnished,3000
Sao Paulo,250,3,4,2,0,acept,not furnished,4200
Sao Paulo,250,3,3,2,0,not acept,not furnished,3700
Sao Paulo,250,3,3,2,0,not acept,furnished,7000
Sao Paulo,250,3,2,2,0,acept,not furnished,3500
Sao Paulo,250,3,2,2,0,acept,not furnished,15000
Sao Paulo,250,3,2,2,0,acept,furnished,6000
Rio de Janeiro,250,3,2,2,0,acept,not furnished,12000
Sao Paulo,250,3,3,0,0,acept,not furnished,3200
Sao Paulo,249,3,3,3,0,acept,not furnished,9000
Sao Paulo,248,3,4,4,0,acept,not furnished,9000
Sao Paulo,247,3,4,5,0,acept,furnished,3400
Sao Paulo,244,3,4,2,0,acept,not furnished,4500
Porto Alegre,240,3,3,7,0,acept,furnished,3400
Sao Paulo,240,3,5,6,0,acept,not furnished,4900
Sao Paulo,240,3,5,4,0,acept,not furnished,7500
Sao Paulo,240,3,4,4,0,not acept,not furnished,4000
Sao Paulo,240,3,3,4,0,acept,furnished,8000
Porto Alegre,240,3,2,4,0,acept,not furnished,5500
Sao Paulo,240,3,4,3,0,acept,not furnished,5500
Sao Paulo,240,3,4,3,0,acept,not furnished,6000
Porto Alegre,240,3,4,3,0,acept,not furnished,6000
Sao Paulo,240,3,2,3,0,acept,not furnished,3500
Sao Paulo,240,3,2,3,0,acept,not furnished,5900
Sao Paulo,240,3,4,2,0,acept,not furnished,8200
Campinas,240,3,4,2,0,acept,not furnished,3000
Sao Paulo,240,3,3,2,0,acept,not furnished,4000
Sao Paulo,240,3,3,2,0,acept,furnished,4350
Sao Paulo,240,3,3,2,0,acept,not furnished,4500
Sao Paulo,240,3,3,2,0,acept,furnished,3840
Sao Paulo,240,3,3,2,0,acept,not furnished,2500
Porto Alegre,240,3,3,1,0,acept,not furnished,4000
Sao Paulo,240,3,2,1,0,acept,not furnished,15000
Sao Paulo,240,3,3,0,0,acept,not furnished,4300
Sao Paulo,239,3,3,3,0,acept,not furnished,7000
Sao Paulo,235,3,2,1,0,acept,not furnished,6000
Sao Paulo,234,3,5,4,0,acept,furnished,3680
Belo Horizonte,234,3,3,3,0,acept,not furnished,8200
Sao Paulo,233,3,6,5,0,acept,not furnished,6000
Campinas,233,3,1,1,0,acept,not furnished,2700
Sao Paulo,230,3,4,4,0,not acept,furnished,5500
Porto Alegre,230,3,4,3,0,acept,furnished,10000
Sao Paulo,230,3,2,3,0,not acept,not furnished,4500
Sao Paulo,230,3,3,2,0,acept,not furnished,2460
Sao Paulo,230,3,2,2,0,acept,furnished,4590
Rio de Janeiro,230,3,2,1,0,acept,not furnished,3260
Sao Paulo,226,3,3,0,0,acept,furnished,6000
Sao Paulo,225,3,2,2,0,acept,not furnished,2300
Sao Paulo,223,3,4,3,0,acept,not furnished,5500
Sao Paulo,222,3,3,2,0,acept,not furnished,2400
Sao Paulo,220,3,2,8,0,acept,not furnished,4335
Sao Paulo,220,3,3,5,0,acept,not furnished,7500
Porto Alegre,220,3,3,4,0,acept,not furnished,2500
Campinas,220,3,1,4,0,not acept,not furnished,2800
Sao Paulo,220,3,4,3,0,acept,furnished,4600
Sao Paulo,220,3,3,3,0,acept,not furnished,3700
Sao Paulo,220,3,3,3,0,acept,furnished,2800
Sao Paulo,220,3,2,3,0,acept,furnished,7800
Sao Paulo,220,3,4,2,0,acept,not furnished,15000
Sao Paulo,220,3,4,2,0,not acept,not furnished,3500
Sao Paulo,220,3,4,2,0,acept,furnished,4500
Sao Paulo,220,3,4,2,0,acept,furnished,7000
Sao Paulo,220,3,4,2,0,acept,not furnished,4800
Porto Alegre,220,3,2,2,0,acept,not furnished,2600
Sao Paulo,220,3,2,1,0,acept,not furnished,5000
Sao Paulo,219,3,2,2,0,acept,not furnished,2900
Sao Paulo,217,3,5,6,0,acept,not furnished,5000
Sao Paulo,217,3,1,1,0,acept,furnished,3000
Porto Alegre,216,3,3,3,0,acept,not furnished,2390
Sao Paulo,215,3,4,4,0,acept,not furnished,10000
Sao Paulo,215,3,3,4,0,acept,not furnished,4800
Sao Paulo,215,3,1,3,0,acept,not furnished,7000
Sao Paulo,215,3,4,2,0,acept,not furnished,5000
Belo Horizonte,212,3,5,4,0,acept,not furnished,4200
Belo Horizonte,211,3,4,3,0,not acept,not furnished,8400
Sao Paulo,210,3,3,4,0,acept,not furnished,3294
Sao Paulo,210,3,2,3,0,acept,not furnished,4700
Sao Paulo,210,3,2,3,0,acept,not furnished,2860
Sao Paulo,210,3,2,2,0,acept,furnished,3500
Sao Paulo,210,3,2,2,0,acept,not furnished,2780
Sao Paulo,210,3,4,0,0,acept,furnished,4200
Sao Paulo,210,3,3,0,0,acept,not furnished,5500
Campinas,210,3,3,0,0,acept,not furnished,3050
Campinas,209,3,3,2,0,not acept,not furnished,2550
Campinas,208,3,2,4,0,acept,not furnished,3180
Sao Paulo,208,3,4,3,0,not acept,not furnished,3490
Belo Horizonte,208,3,4,3,0,acept,not furnished,6000
Sao Paulo,205,3,3,4,0,acept,not furnished,6500
Campinas,205,3,2,4,0,acept,not furnished,2490
Sao Paulo,205,3,3,3,0,acept,not furnished,5525
Campinas,203,3,1,2,0,acept,not furnished,3300
Belo Horizonte,202,3,2,5,0,acept,not furnished,5500
Campinas,202,3,2,4,0,acept,not furnished,3500
Campinas,202,3,2,2,0,acept,not furnished,1890
Belo Horizonte,202,3,2,2,0,not acept,not furnished,3000
Sao Paulo,200,3,4,8,0,acept,not furnished,7000
Sao Paulo,200,3,3,8,0,acept,not furnished,4480
Sao Paulo,200,3,3,6,0,acept,not furnished,6000
Sao Paulo,200,3,2,6,0,acept,not furnished,2300
Campinas,200,3,3,5,0,acept,not furnished,2650
Belo Horizonte,200,3,2,5,0,not acept,not furnished,4000
Sao Paulo,200,3,2,5,0,acept,not furnished,7000
Sao Paulo,200,3,4,4,0,not acept,not furnished,4000
Sao Paulo,200,3,3,4,0,acept,not furnished,7000
Sao Paulo,200,3,2,4,0,acept,not furnished,3500
Sao Paulo,200,3,2,4,0,acept,not furnished,3500
Sao Paulo,200,3,2,4,0,acept,not furnished,8500
Belo Horizonte,200,3,3,3,0,acept,furnished,4700
Sao Paulo,200,3,3,3,0,acept,not furnished,3315
Sao Paulo,200,3,3,3,0,acept,not furnished,7000
Campinas,200,3,2,3,0,acept,not furnished,2500
Sao Paulo,200,3,2,3,0,acept,furnished,6000
Sao Paulo,200,3,2,3,0,acept,not furnished,3950
Sao Paulo,200,3,2,3,0,acept,not furnished,3600
Campinas,200,3,2,3,0,acept,not furnished,2000
